nombre,pais,provincia,departamento,canthab
Cañada De Gómez,Argentina,82,Iriondo,28965
Cañada De Jume,Argentina,14,Río Primero,
Cañada de la Junta,Argentina,66,Rosario de la Frontera,
Cañada De La Paja,Argentina,14,San Alberto,
Cañada De Luque,Argentina,14,Totoral,1054
Cañada De Machado,Argentina,14,Río Primero,171
Cañada De Paez,Argentina,10,Ancasti,
Cañada De Robles,Argentina,86,Banda,
Cañada De Salas,Argentina,14,Pocho,
Cañada De Viclos,Argentina,90,Leales,
Cañada Del Moye,Argentina,14,Cruz Del Eje,
Cañada Del Sauce,Argentina,14,Calamuchita,62
Cañada Del Tala,Argentina,14,Tulumba,
Cañada Del Ucle,Argentina,82,General López,854
Cañada El Sol,Argentina,66,Rivadavia,
Cañada Escobar,Argentina,86,Banda,219
Cañada Herran,Argentina,34,Bermejo,
Cañada Honda,Argentina,74,Coronel Pringles,
Cañada Honda,Argentina,14,Cruz Del Eje,
Cañada Honda,Argentina,66,Metán,
Cañada Honda,Argentina,14,Río Primero,
Cañada Honda,Argentina,70,Sarmiento,310
Cañada Ipizca,Argentina,10,Ancasti,
Cañada La Legua,Argentina,22,General Güemes,
Cañada Larga,Argentina,14,Cruz Del Eje,
Cañada Martel,Argentina,14,Totoral,
Cañada Ombú,Argentina,82,Vera,574
Cañada Quemada,Argentina,74,Libertador General San Martín,
Cañada Rica,Argentina,82,Constitución,637
Cañada Río Pinto,Argentina,14,Ischilín,135
Cañada Rosquín,Argentina,82,San Martín,4806
Cañada Seca,Argentina,6,General Villegas,743
Cañada Verde,Argentina,14,Pocho,
Cañada Vilán,Argentina,74,Belgrano,
Cañadita,Argentina,18,San Luis Del Palmar,
Cañaditas,Argentina,18,Esquina,
Cañadon Chileno,Argentina,62,Pilcaniyeu,
Cañadón Lagarto,Argentina,26,Sarmiento,
Cañadón Seco,Argentina,78,Deseado,734
Canalejas,Argentina,50,General Alvear,
Canals,Argentina,14,Unión,8343
Cañani,Argentina,66,Santa Victoria,
Cancahuil,Argentina,26,Gastre,
Cancha Carrera,Argentina,78,Güer Aike,
Cancha Huinguanco,Argentina,58,Chos Malal,
Cancha Larga,Argentina,30,Gualeguaychú,
Canchita,Argentina,90,Tafí Viejo,
Candelaria,Argentina,74,Ayacucho,2269
Candelaria,Argentina,54,Candelaria,10674
Candelaria,Argentina,86,Moreno,
Candelaria,Argentina,14,Totoral,129
Candelaria Norte,Argentina,14,Cruz Del Eje,
Candioti,Argentina,82,La Capital,835
Cangallo,Argentina,6,Ayacucho,
Cangrejillos,Argentina,66,La Poma,
Cangrejillos,Argentina,38,Yavi,169
Cangrejos,Argentina,38,Yavi,
Canima,Argentina,14,Minas,
Cañitas,Argentina,66,General José De San Martín,
Canning,Argentina,6,Ezeiza,13667
Canonigo Gorriti,Argentina,6,Adolfo Alsina,
Canta Rana,Argentina,66,Rosario De La Frontera,
Cantera La Cautiva,Argentina,18,Curuzú Cuatiá,
Cantera Santa Isabel,Argentina,74,Coronel Pringles,
Canteras Quilpo,Argentina,14,Cruz Del Eje,281
Canteros,Argentina,86,Figueroa,
Canteros,Argentina,66,Rosario De La Frontera,
Cañuelas,Argentina,6,Cañuelas,29974
Cañuelas,Argentina,38,Santa Catalina,
Capayán,Argentina,10,Capayán,701
Capilla Cabred,Argentina,18,Curuzú Cuatiá,
Capilla De Los Remedios,Argentina,14,Río Primero,771
Capilla De Romero,Argentina,14,San Javier,
Capilla De Sitón,Argentina,14,Totoral,365
Capilla Del Carmen,Argentina,14,Río Segundo,200
Capilla Del Monte,Argentina,14,Punilla,9085
Capilla del Señor,Argentina,6,Exaltación de la Cruz,9244
Capilla San Roque,Argentina,18,Curuzú Cuatiá,
Capillitas,Argentina,18,General Paz,
Capioví,Argentina,54,Libertador General San Martín,3335
Capita - Mini,Argentina,18,Mercedes,
Capitán A. Morales,Argentina,54,Guaraní,
Capitán Bermúdez,Argentina,82,San Lorenzo,26914
Capitán Cáceres,Argentina,90,Monteros,458
Capitán Castro,Argentina,6,Pehuajó,29
Capitan General Bernardo O´higgins,Argentina,14,Marcos Juarez,270
Capitán Joaquín Madariaga,Argentina,18,Curuzú Cuatiá,
Capitán Juan Pagé,Argentina,66,Rivadavia,227
Capitán Montoya,Argentina,50,San Rafael,360
Capitán Sarmiento,Argentina,6,Capitan Sarmiento,13088
Capitán Solari,Argentina,22,Sargento Cabral,1655
Capivara,Argentina,82,San Cristóbal,98
Capla,Argentina,38,Humahuaca,
Capon Bonito,Argentina,54,Apóstoles,
Cara,Argentina,86,Robles,
Cara Cara,Argentina,38,Rinconada,
Cara Huasi,Argentina,90,Graneros,
Cara Pujio,Argentina,86,Banda,
Carabajal,Argentina,66,Rosario De Lerma,
Carachi Pampa,Argentina,66,Cafayate,
Caraguatay,Argentina,54,Montecarlo,1191
Caraguatay,Argentina,82,Vera,
Carahuasi,Argentina,14,Calamuchita,
Carahuasi,Argentina,66,Guachipas,
Carahuasi,Argentina,38,Rinconada,
Carahunco,Argentina,38,Palpalá,145
Caranchitos,Argentina,10,Santa María,
Carancho,Argentina,66,Rivadavia,
Carandaiti O Gallegos Cue,Argentina,18,San Miguel,
Carandaity,Argentina,18,San Miguel,
Carapachay,Argentina,6,Vicente López,15181
Carballo,Argentina,86,Copo,
Carbón Pozo,Argentina,90,Cruz Alta,
Carboncito,Argentina,66,General José De San Martín,406
Carcaraña,Argentina,82,San Lorenzo,15203
Cárcel,Argentina,38,Tumbaya,
Cardenal Cagliero,Argentina,6,Patagones,113
Cardon Esquina,Argentina,86,Figueroa,
Cardonal,Argentina,86,Pellegrini,
Carhue,Argentina,6,Adolfo Alsina,8584
Carhue Niyeo,Argentina,26,Gastre,
Caride Cue,Argentina,18,Santo Tomé,
Carilo,Argentina,6,Pinamar,1553
Carlos Adolfo,Argentina,30,Gualeguay,
Carlos Beguerie,Argentina,6,Roque Pérez,
Carlos Casares,Argentina,6,Carlos Casares,17155
Carlos Keen,Argentina,6,Luján,506
Carlos María Naón,Argentina,6,9 De Julio,551
Carlos Pellegrini,Argentina,82,San Martín,4591
Carlos Rodríguez,Argentina,14,Tulumba,
Carlos Salas,Argentina,6,Lincoln,261
Carlos Spegazzini,Argentina,6,Ezeiza,27132
Carlos Tejedor,Argentina,6,Carlos Tejedor,5127
Carlos Tomás Sourigues,Argentina,6,Berazategui,10387
Carlota,Argentina,38,Ledesma,
Carmen,Argentina,82,General López,1687
Carmen De Areco,Argentina,6,Carmen De Areco,12008
Carmen De Patagones,Argentina,6,Patagones,18189
Carmen Del Sauce,Argentina,82,Rosario,486
Carmensa,Argentina,50,General Alvear,923
Carnerillo,Argentina,14,Río Cuarto,1575
Carolina,Argentina,74,Coronel Pringles,201
Carolina,Argentina,86,Moreno,
Carpanchay,Argentina,66,Cafayate,
Carpintería,Argentina,74,Junín,560
Carpintería,Argentina,70,Pocito,857
Carrenleufú,Argentina,26,Languiñeo,287
Carrera Muerta,Argentina,66,Rosario De Lerma,
Carreras,Argentina,82,General López,2077
Carreta Paso,Argentina,86,Salavina,
Carreta Quebrada,Argentina,14,Colón,
Carreta Quemada,Argentina,90,Chicligasta,
Carrilobo,Argentina,14,Río Segundo,1522
Carrimarca,Argentina,42,Puelén,
Carrizal,Argentina,46,Capital,
Carrizal,Argentina,46,General Angel V. Peñaloza,
Carrizal,Argentina,38,Tumbaya,
Carrizal Norte,Argentina,18,Bella Vista,
Carrizales (Est.Clarke),Argentina,82,Iriondo,1038
Carro Quemado,Argentina,42,Loventué,271
Cartavio,Argentina,86,Figueroa,
Casa Amarilla,Argentina,70,Calingasta,
Casa Bamba,Argentina,14,Colón,93
Casa Blanca,Argentina,78,Corpen Aike,
Casa Blanca,Argentina,66,Los Andes,
Casa Colorada,Argentina,38,Tumbaya,
Casa De Alto,Argentina,10,Tinogasta,
Casa De Arcos,Argentina,66,Guachipas,
Casa de Campo,Argentina,90,Tafi del Valle,
Casa De Piedra,Argentina,58,CatánLil,
Casa De Piedra,Argentina,14,Cruz Del Eje,
Casa De Piedra,Argentina,10,La Paz,172
Casa De Piedra,Argentina,50,Las Heras,
Casa De Piedra,Argentina,10,Santa María,528
Casa De Piedras,Argentina,58,Picunches,
Casa de Tejas,Argentina,90,Trancas,
Casa Grande,Argentina,38,Humahuaca,
Casa Grande,Argentina,66,Iruya,
Casa Grande,Argentina,14,Punilla,538
Casa Nuestra,Argentina,58,Loncopué,
Casa Nueva,Argentina,86,Copo,
Casa Pintada,Argentina,46,Vinchina,
Casa Puca,Argentina,38,Humahuaca,
Casa Quemada,Argentina,38,Susques,
Casa Viejas,Argentina,38,Cochinoca,
Casa Viejas,Argentina,46,General Belgrano,
Casa Viejas,Argentina,14,Minas,
Casabinda,Argentina,14,Río Primero,
Casabindo,Argentina,38,Cochinoca,155
Casalegno,Argentina,82,San Jerónimo,161
Casalins,Argentina,6,Pila,50
Casangate,Argentina,46,General Juan F. Quiroga,
Casares,Argentina,86,Aguirre,101
Casas,Argentina,82,San Martín,612
Casas Colonia San Antonio,Argentina,30,Colón,
Casas Coloradas,Argentina,14,Río Cuarto,
Casas De Piedra,Argentina,42,Puelén,
Casas Viejas,Argentina,70,Caucete,
Casas Viejas,Argentina,90,Graneros,
Casas Viejas,Argentina,90,La Cocha,
Casas Viejas,Argentina,66,Rivadavia,
Casbas,Argentina,6,Guamini,4108
Cascadas,Argentina,6,Coronel Suárez,16
Caserío,Argentina,14,Unión,
Caseros,Argentina,6,Tres De Febrero,336467
Caseros,Argentina,30,Uruguay,1755
Caseros Centro,Argentina,14,Santa María,177
Casey,Argentina,6,Guamini,
Casilda,Argentina,82,Caseros,31127
Casilla Del Medio,Argentina,86,Jiménez,
Casillas,Argentina,38,Humahuaca,
Casimiro Gómez,Argentina,42,Rancul,
Casira,Argentina,38,Santa Catalina,109
Caspala,Argentina,38,Valle Grande,177
Caspi  Corral,Argentina,86,Figueroa,265
Caspi Cuchuna,Argentina,86,Avellaneda,
Caspi Cuchuna,Argentina,14,Sobremonte,
Caspichango,Argentina,90,Monteros,
Caspichango,Argentina,10,Santa María,31
Cassaffousth,Argentina,14,Punilla,
Castelar,Argentina,6,Morón,104019
Castelar,Argentina,82,San Martín,560
Castellana,Argentina,14,RÍo Cuarto,
Castelli,Argentina,22,Almirante Brown,
Castelli,Argentina,6,Castelli,6402
Casti,Argentina,38,Yavi,
Castilla,Argentina,6,Chacabuco,827
Castro Barros,Argentina,46,General Belgrano,115
Castro Urdiales,Argentina,14,Marcos Juarez,
Castulo,Argentina,14,Calamuchita,
Casualidad,Argentina,18,Lavalle,
Catamarca,Argentina,86,Moreno,
Catan Lil,Argentina,58,Catan Lil,
Cataratas Del Iguazú,Argentina,54,Iguazú,
Catriel,Argentina,62,General Roca,14720
Catriló,Argentina,42,Catriló,3376
Catua,Argentina,38,Susques,368
Cauce Viejo,Argentina,34,Bermejo,
Caucete,Argentina,70,Caucete,24589
Cavanagh,Argentina,14,Marcos Juárez,1150
Cavi,Argentina,66,Los Andes,
Caviahue,Argentina,58,Ñorquín,390
Cavour,Argentina,82,Las Colonias,111
Cayanta,Argentina,58,Minas,
Cayastá,Argentina,82,Garay,2043
Cayastacito,Argentina,82,San Justo,343
Cayuco,Argentina,58,Chos Malal,
Cayuqueo,Argentina,14,General San Martín,
Caza Pava,Argentina,18,Santo Tomé,
Cazador,Argentina,74,Capital,70
Cazador Viejo,Argentina,74,Capital,
Cazadores Correntinos,Argentina,18,Curuzú Cuatiá,473
Cazón,Argentina,6,Saladillo,240
Cbo 1ro Pedro Virtuani,Argentina,30,Islas Del Ibicuy,
Ceballos,Argentina,42,Chapaleufú,331
Cebolla,Argentina,18,Bella Vista,
Cebollar,Argentina,46,Capital,
Ceibal,Argentina,86,Alberdi,
Ceibalito,Argentina,66,Anta,157
Ceibas,Argentina,30,Islas Del Ibicuy,1360
Ceibo,Argentina,18,Monte Caseros,
Cejas De Aroca,Argentina,90,Simoca,
Cejas Pozo,Argentina,86,Jiménez,
Cejolao,Argentina,86,Moreno,
Celestina,Argentina,86,Moreno,
Celmán,Argentina,54,Iguazú,
Celulosa Argentina,Argentina,6,Zárate,
Centenario,Argentina,58,Confluencia,26843
Centeno,Argentina,82,San Jerónimo,2934
Centinela Del Mar,Argentina,6,General Alvarado,
Central Dolores,Argentina,86,Moreno,
Central Nuclear Atucha,Argentina,6,Zárate,
Centro America,Argentina,82,San Martín,
Centro Forestal,Argentina,38,Palpala,474
Centro Guerrero,Argentina,6,Castelli,129
Centro Urquiza,Argentina,6,Coronel Dorrego,
Cepeda-Pueblo Colazo,Argentina,82,Constitución,288
Cereales,Argentina,42,Atreuco,
Ceres,Argentina,82,San Cristóbal,13063
Cerrillos,Argentina,66,Cerrillos,9500
Cerrillos,Argentina,10,Santa María,397
Cerrillos,Argentina,38,Yavi,
Cerrilos,Argentina,86,Banda,
Cerrito,Argentina,18,General Paz,
Cerrito,Argentina,30,Paraná,4214
Cerrito Del Campo,Argentina,10,Tinogasta,
Cerrito Morado,Argentina,58,Ñorquín,
Cerro Azul,Argentina,54,Leandro N. Alem,2412
Cerro Colorado,Argentina,14,Tulumba,259
Cerro Condor,Argentina,26,Paso De Indios,83
Cerro Cora,Argentina,54,Candelaria,437
Cerro de la Gloria,Argentina,6,Castelli,107
Cerro De Los Pinos,Argentina,58,Huiliches,
Cerro De Oro,Argentina,74,Junín,314
Cerro La Polaca,Argentina,54,San Pedro,
Cerro Negro,Argentina,66,La Poma,
Cerro Negro,Argentina,38,San Antonio,
Cerro Negro,Argentina,10,Tinogasta,33
Cerro Policía,Argentina,62,El Cuy,231
Cerro Pozo,Argentina,18,San Martín,
Cerro Quemado,Argentina,66,Rosario De La Frontera,
Cerro Sotuyo,Argentina,6,Olavarría,
Cerrudo Cue,Argentina,18,General Paz,
Cervantes,Argentina,62,General Roca,2669
Chabas,Argentina,82,Caseros,6798
Chacabuco,Argentina,6,Chacabuco,38418
Chacay Este,Argentina,26,Telsen,
Chacharramendi,Argentina,42,Utracán,228
Chacra Vieja,Argentina,14,Tulumba,
Chacras,Argentina,66,Cachi,
Chacras,Argentina,86,Ojo De Agua,
Chacras de Abbott,Argentina,6,San Miguel del Monte,
Chacras del Río Luján,Argentina,6,Campana,1621
Chacras Viejas,Argentina,14,Cruz Del Eje,
Chacras Viejas,Argentina,90,Graneros,
Chadileo,Argentina,58,Pehuenches,
Chaguaral,Argentina,66,Orán,
Chajaijo,Argentina,62,9 De Julio,
Chaján,Argentina,14,Río Cuarto,634
Chajarahuaico,Argentina,38,Rinconada,
Chajari,Argentina,30,Federación,28303
Chalacea,Argentina,14,Río Primero,164
Chalicán,Argentina,38,Ledesma,1015
Challaco,Argentina,58,Confluencia,
Challamayo,Argentina,38,Humahuaca,
Chamaico,Argentina,42,Rancul,
Chamical,Argentina,46,Chamical,11831
Chamuscao,Argentina,50,La Paz,
Chañar,Argentina,46,General Belgrano,968
Chañar,Argentina,66,Iruya,
Chañar,Argentina,14,Punilla,
Chañar Ladeado,Argentina,82,Caseros,5442
Chañar Laguna,Argentina,10,El Alto,
Chañar Muyo,Argentina,66,Metán,
Chañar Pocito,Argentina,86,Río Hondo,
Chañar Pozo,Argentina,86,Alberdi,
Chañar Pozo,Argentina,86,Avellaneda,
Chañar Pozo,Argentina,86,Salavina,
Chañar Pozo,Argentina,90,Tafí del Valle,
Chañar Pozo de Abajo,Argentina,86,Río Hondo,71
Chañar Pujió,Argentina,86,Banda,
Chañar Punco,Argentina,66,San Carlos,
Chañar Punco,Argentina,10,Santa María,614
Chañar Viejo,Argentina,46,General Belgrano,
Chañar Yaco,Argentina,46,General Juan F. Quiroga,
Chañaral,Argentina,18,San Roque,
Chañarcito,Argentina,90,Graneros,
Chañares Altos,Argentina,66,Rivadavia,
Chañarito,Argentina,86,Alberdi,
Chañarito,Argentina,90,Leales,
Chañaritos,Argentina,86,Copo,
Chañaritos,Argentina,90,Graneros,
Chañarmuyo,Argentina,46,Famatina,252
Chancani,Argentina,14,Pocho,116
Chancay,Argentina,6,General Viamonte,
Chanquín,Argentina,62,Valcheta,
Chapadmalal,Argentina,6,General Pueyrredón,1971
Chapalco,Argentina,42,Toay,
Chapaleofu,Argentina,6,Rauch,
Chapanay,Argentina,50,San Martín,1242
Chapelco,Argentina,58,Lácar,
Chapua,Argentina,58,Chos Malal,
Chapuy,Argentina,82,General López,484
Chaquiago,Argentina,10,Andalgalá,1069
Chara Ruca,Argentina,58,Minas,
Charadai,Argentina,22,Tapenagá,1346
Charata,Argentina,22,Chacabuco,22573
Charbonier,Argentina,14,Punilla,166
Charco De Varela,Argentina,62,Avellaneda,
Charco Pozo,Argentina,86,Río Hondo,
Chari,Argentina,86,Moreno,
Charles Fuhr,Argentina,78,Lago Argentino,
Charlone,Argentina,74,Capital,
Charras,Argentina,14,Juarez Celman,1001
Chas,Argentina,6,General Belgrano,
Chascomús,Argentina,6,Chascomús,33607
Chasico,Argentina,62,El Cuy,
Chasicó,Argentina,6,Tornquist,209
Chasquivil,Argentina,90,Tafí Viejo,
Chauchillas,Argentina,86,Río Hondo,145
Chaupi Pozo,Argentina,86,Banda,374
Chaupi Rodeo,Argentina,38,Humahuaca,
Chaupihuasi,Argentina,46,San Blas De Los Sauces,203
Chaupimayo,Argentina,10,Santa María,
Chavarría,Argentina,18,San Roque,2031
Chazón,Argentina,14,General San Martín,1010
Cheej,Argentina,86,San Martín,
Chelcos,Argentina,46,Rosario Vera Peñaloza,
Chelforo,Argentina,62,Avellaneda,82
Chenque Cura,Argentina,58,Ñorquín,
Chepes,Argentina,46,Rosario Vera Peñaloza,9781
Chichinales,Argentina,62,General Roca,2363
Chiclana,Argentina,6,Pehuajó,110
Chicoana,Argentina,66,Chicoana,3396
Chijáa,Argentina,38,Rinconada,
Chila,Argentina,46,General Angel V. Peñaloza,
Chilca,Argentina,86,Robles,
Chilca Juliana,Argentina,86,Salavina,479
Chilca La Loma,Argentina,86,Atamisqui,
Chilcan,Argentina,86,Juan Felipe Ibarra,
Chilcas,Argentina,14,San Alberto,
Chilecito,Argentina,46,Chilecito,25423
Chilecito,Argentina,50,San Carlos,828
Chilibroste,Argentina,14,Unión,460
Chilinchil,Argentina,70,Iglesia,
Chillar,Argentina,6,Azul,3332
Chilotes,Argentina,50,Santa Rosa,
Chimbas,Argentina,70,Chimbas,70573
Chimchilla,Argentina,86,Figueroa,
Chimehuin,Argentina,58,Lácar,
Chimenea,Argentina,46,General Juan F. Quiroga,
Chimpay,Argentina,62,Avellaneda,3003
Chinchillal,Argentina,86,Juan Felipe Ibarra,
Chiñocan,Argentina,10,Santa María,
Chipauquil,Argentina,62,Valcheta,
Chipitín,Argentina,14,Tulumba,
Chiquero,Argentina,50,Las Heras,
Chiquero Blanco,Argentina,66,Iruya,
Chira,Argentina,86,Salavina,
Chivilcoy,Argentina,6,Chivilcoy,52938
Chivilme,Argentina,66,Chicoana,
Chiyayoc,Argentina,66,Iruya,
Chocoite,Argentina,38,Yavi,
Choele Choel,Argentina,62,Avellaneda,8997
Choique,Argentina,6,Tornquist,
Cholacor,Argentina,38,Yavi,
Cholcán,Argentina,38,Humahuaca,
Cholila,Argentina,26,Cushamen,1286
Choromoro,Argentina,90,Trancas,428
Chorotis,Argentina,22,Fray Justo Santa María De Oro,462
Chorriaca,Argentina,58,Loncopué,180
Chorrillos,Argentina,38,Humahuaca,
Chorrillos,Argentina,66,Los Andes,
Chorrillos,Argentina,90,Tafí del Valle,
Chorro,Argentina,10,Ancasti,
Chorro,Argentina,66,Santa Victoria,
Chorruarin,Argentina,66,Metán,
Chos Malal,Argentina,58,Chos Malal,11361
Chosmes,Argentina,74,Capital,41
Chovet,Argentina,82,General López,1934
Choya,Argentina,10,Andalgalá,403
Choya,Argentina,86,Choya,1056
Christophersen,Argentina,82,General López,518
Chucalesna,Argentina,38,Humahuaca,
Chuchiras,Argentina,14,San Javier,
Chuchucaruana,Argentina,10,Ambato,56
Chucul,Argentina,14,Río Cuarto,236
Chuculaqui,Argentina,66,Los Andes,
Chucuma,Argentina,70,Valle Fértil,124
Chucuy,Argentina,66,General José De San Martín,
Chulca,Argentina,90,Trancas,
Chulo,Argentina,46,Chamical,
Chumbicha,Argentina,10,Capayán,4029
Chuña,Argentina,14,Ischilín,437
Chuña Huasi,Argentina,14,Sobremonte,23
Chuquina,Argentina,38,Dr. Manuel Belgrano,
Chuquis,Argentina,46,Castro Barros,261
Chuquisaca,Argentina,10,Tinogasta,
Churcal,Argentina,38,Susques,
Churquí,Argentina,86,Copo,
Churquí,Argentina,90,Monteros,
Churqui Cañada,Argentina,14,Tulumba,77
Churqui Solo,Argentina,66,La Viña,
Churruca,Argentina,6,Tres De Febrero,5784
Chuscha,Argentina,66,Cafayate,
Chuscha,Argentina,90,Trancas,
Chuscos,Argentina,90,Tafí del Valle,
Cianzo,Argentina,38,Cochinoca,
Cianzo,Argentina,38,Humahuaca,
Cienaga,Argentina,66,Santa Victoria,
Cienaga Borbaran,Argentina,50,Malargüe,
Cienaga De Allende,Argentina,14,San Alberto,
Cienaga De Los Machos,Argentina,10,Tinogasta,
Cienaga De Vicuña Pampa,Argentina,10,Belén,
Cienaga Del Coro,Argentina,14,Minas,314
Cienaga Grande,Argentina,10,Andalgalá,
Cienaga Grande,Argentina,38,Rinconada,
Cienaga Grande,Argentina,38,Susques,
Cienaga Grande,Argentina,38,Tumbaya,
Cienago,Argentina,38,Humahuaca,255
Cienaguilla,Argentina,38,Yavi,
Cienaguillas,Argentina,38,Santa Catalina,268
Cienaguillas,Argentina,38,Tumbaya,268
Cienaguita,Argentina,38,Humahuaca,
Cienaguita,Argentina,70,Sarmiento,332
Ciervo Petiso,Argentina,22,Libertador General San Martín,619
Cinco Duraznos,Argentina,66,Guachipas,
Cinco Esquinas,Argentina,62,General Roca,
Cinco Saltos,Argentina,62,General Roca,17739
Cintra,Argentina,14,Unión,1054
Cipolletti,Argentina,62,General Roca,66299
City Bell,Argentina,6,La Plata,26612
Ciudacita,Argentina,90,Simoca,
Ciudad de Buenos Aires,Argentina,6,Capital Federal,2891082
Ciudad del Libertador General San Martín,Argentina,6,General San Martín,403107
Ciudad Evita,Argentina,6,La Matanza,92957
Ciudad Jardín,Argentina,74,General Pedernera,
Ciudad Villa de Merlo,Argentina,74,Junín,11159
Ciudadela,Argentina,6,Tres De Febrero,73155
Claraz,Argentina,6,Necochea,733
Claromecó,Argentina,6,Tres Arroyos,1775
Classon,Argentina,82,Iriondo,476
Clavizán,Argentina,66,La Candelaria,
Claypole,Argentina,6,Almirante Brown,41176
Clemente Onelli,Argentina,62,25 De Mayo,135
Clerico,Argentina,66,Metán,
Clodomira,Argentina,86,Banda,9043
Clodomiro Ledesma,Argentina,30,Concordia,95
Clorinda,Argentina,34,Pilcomayo,47004
Co Puita,Argentina,18,Concepción,
Cobo,Argentina,6,Mar Chiquita,
Cobos,Argentina,66,General Martín M Güemes,721
Cobre,Argentina,38,Cochinoca,
Cobres,Argentina,66,La Poma,112
Cocha Vieja,Argentina,14,San Alberto,
Cochagual,Argentina,70,Sarmiento,
Cochi Co,Argentina,50,General Alvear,
Cochinoca,Argentina,38,Cochinoca,75
Cochrane,Argentina,6,Bahía Blanca,
Cochuna,Argentina,90,Chicligasta,
Coco Majada,Argentina,14,Totoral,
Coctaca,Argentina,38,Humahuaca,187
Codihue,Argentina,58,Picunches,
Codo Grande,Argentina,66,Rosario De Lerma,
Codo Pozo,Argentina,86,Salavina,
Coehue Co,Argentina,50,Malargüe,
Coibilla,Argentina,14,Tulumba,
Coihueco,Argentina,58,Loncopué,
Coipayo,Argentina,38,Rinconada,
Coiruro,Argentina,38,Tumbaya,
Cojina,Argentina,14,Punilla,
Colalao del Valle,Argentina,90,Tafí del Valle,579
Colan Conhue,Argentina,62,25 De Mayo,95
Colan Conhue,Argentina,26,Languiñeo,212
Colana,Argentina,10,Pomán,490
Colanguil,Argentina,70,Iglesia,
Colastine,Argentina,82,La Capital,
Colastine Norte,Argentina,82,La Capital,
Colazo,Argentina,14,Río Segundo,1548
Colcolhuasi,Argentina,46,General Juan F. Quiroga,
Colelache,Argentina,26,Gastre,
Colhui Huapi,Argentina,26,Sarmiento,
Coli Mahuida,Argentina,62,25 De Mayo,
Coliqueo,Argentina,6,Chacabuco,
Collagasta,Argentina,10,Fray Mamerto Esquiú,358
Collon Cura,Argentina,58,Collon Cura,
Colmena,Argentina,82,Vera,57
Colola,Argentina,70,Iglesia,
Colombia,Argentina,86,Copo,
Colombres,Argentina,90,Cruz Alta,3480
Colome,Argentina,66,Molinos,
Colón,Argentina,70,Calingasta,
Colón,Argentina,6,Colón,21396
Colón,Argentina,30,Colón,19288
Colonia 10,Argentina,90,Río Chico,
Colonia 10 De Julio,Argentina,14,San Justo,61
Colonia 12,Argentina,90,Río Chico,
Colonia 14,Argentina,90,Río Chico,
Colonia 16,Argentina,90,Río Chico,
Colonia 17,Argentina,90,Río Chico,
Colonia 1ro De Septiembre,Argentina,30,Concordia,
Colonia 20 De Junio,Argentina,34,Patiño,
Colonia 210,Argentina,34,Pirané,
Colonia 25 De Mayo,Argentina,34,Pilagás,
Colonia 3,Argentina,90,Río Chico,
Colonia 3 De Abril,Argentina,18,Bella Vista,
Colonia 3 De Febrero,Argentina,30,Uruguay,
Colonia 4,Argentina,90,Río Chico,
Colonia 5,Argentina,90,Famaillá,
Colonia 5,Argentina,90,Río Chico,
Colonia 6,Argentina,90,Río Chico,
Colonia 8 De Septiembre,Argentina,34,Patiño,
Colonia A.  Alsina,Argentina,82,Las Colonias,
Colonia Aborigen,Argentina,22,25 De Mayo,1045
Colonia Aborigen Bartolomé De Las Casas,Argentina,34,Patiño,
Colonia Aborigen La Primavera,Argentina,34,Pilcomayo,
Colonia Aguara,Argentina,22,25 De Mayo,
Colonia Aibily,Argentina,70,25 De Mayo,
Colonia Alemana,Argentina,30,Federación,92
Colonia Alicia,Argentina,54,25 De Mayo,173
Colonia Almada,Argentina,14,Tercero Arriba,519
Colonia Alpina,Argentina,86,Rivadavia,323
Colonia Alto Alegre,Argentina,34,Patiño,
Colonia Ana,Argentina,82,San Cristóbal,10
Colonia Angelita,Argentina,34,Formosa,
Colonia Angua,Argentina,18,Saladas,
Colonia Anguinán,Argentina,46,Chilecito,173
Colonia Anita,Argentina,14,San Justo,23
Colonia Apóstoles,Argentina,54,Apóstoles,
Colonia Argelina,Argentina,18,San Cosme,
Colonia Argentino,Argentina,30,Paraná,
Colonia Arroyo Ceibal Norte,Argentina,82,General Obligado,
Colonia Arruabarrena,Argentina,30,Federación,
Colonia Artalejos,Argentina,6,Laprida,
Colonia Aurora,Argentina,54,25 De Mayo,667
Colonia Avellaneda,Argentina,30,Paraná,2049
Colonia Avigdor,Argentina,30,La Paz,380
Colonia Ayuí,Argentina,30,Concordia,366
Colonia B,Argentina,66,Orán,
Colonia Bailina,Argentina,30,San Salvador,
Colonia Bajo Hondo,Argentina,22,Comandante Fernández,
Colonia Báranda,Argentina,22,San Fernando,391
Colonia Barón,Argentina,42,Quemu Quemú,3054
Colonia Barragán,Argentina,6,General Pueyrredón,
Colonia Barrientos,Argentina,18,Curuzú Cuatiá,
Colonia Basavilbaso,Argentina,6,General Villegas,
Colonia Bélez,Argentina,30,Villaguay,
Colonia Belgrano,Argentina,30,Federación,
Colonia Belgrano,Argentina,82,San Martín,929
Colonia Benítez,Argentina,22,1 De Mayo,1928
Colonia Bermejo,Argentina,22,Libertador General San Martín,
Colonia Bernandino Rivadavia,Argentina,54,Cainguás,
Colonia Bicha,Argentina,82,Castellanos,151
Colonia Bismarck,Argentina,14,Unión,285
Colonia Bossi,Argentina,82,San Cristóbal,87
Colonia Brandsen,Argentina,22,Presidente De La Plaza,
Colonia Bravo,Argentina,22,12 De Octubre,
